ref_id_group_0,ref_id_group_1,ref_id_group_2,ref_id_group_3,ref_id_group_4,ref_id_group_5,ref_id_group_6,original_index_group_0,original_index_group_1,original_index_group_2,original_index_group_3,original_index_group_4,original_index_group_5,original_index_group_6,temperature_group_0,temperature_group_1,temperature_group_2,temperature_group_3,temperature_group_4,temperature_group_5,temperature_group_6,gamma_group_0,gamma_group_1,gamma_group_2,gamma_group_3,gamma_group_4,gamma_group_5,gamma_group_6,r2_group_0,r2_group_1,r2_group_2,r2_group_3,r2_group_4,r2_group_5,r2_group_6,inv_temperature_group_0,inv_temperature_group_1,inv_temperature_group_2,inv_temperature_group_3,inv_temperature_group_4,inv_temperature_group_5,inv_temperature_group_6,ln_gamma_group_0,ln_gamma_group_1,ln_gamma_group_2,ln_gamma_group_3,ln_gamma_group_4,ln_gamma_group_5,ln_gamma_group_6
"[189, 189, 189]",,,,,,"[210, 210, 212]","[48018, 48019, 48020]",,,,,,"[52544, 52545, 52649]","[303.0, 323.0, 343.0]",,,,,,"[298.0, 323.0, 298.0]","[7.92, 7.51, 7.42]",,,,,,"[4.9, 3.9, 7.06]",0.9050464747164708,,,,,,0.6279098177374538,"[0.0033003300330033004, 0.0030959752321981426, 0.0029154518950437317]",,,,,,"[0.003355704697986577, 0.0030959752321981426, 0.003355704697986577]","[2.0693912058263346, 2.0162354657760435, 2.004179057179289]",,,,,,"[1.589235205116581, 1.3609765531356006, 1.9544450515051506]"
"[189, 189, 189]",,,,,,"[210, 210, 212]","[48027, 48028, 48029]",,,,,,"[52536, 52537, 52648]","[303.0, 323.0, 343.0]",,,,,,"[298.0, 323.0, 298.0]","[16.69, 16.31, 15.24]",,,,,,"[11.0, 8.4, 16.0]",0.9051113261173775,,,,,,0.6648264221642418,"[0.0033003300330033004, 0.0030959752321981426, 0.0029154518950437317]",,,,,,"[0.003355704697986577, 0.0030959752321981426, 0.003355704697986577]","[2.8148097376737438, 2.7917784166329223, 2.7239235502585]",,,,,,"[2.3978952727983707, 2.128231705849268, 2.772588722239781]"
"[189, 189, 189]",,,,,,"[210, 210, 212]","[48033, 48034, 48035]",,,,,,"[52534, 52535, 52668]","[303.0, 323.0, 343.0]",,,,,,"[298.0, 323.0, 298.0]","[13.24, 12.82, 12.2]",,,,,,"[8.6, 6.7, 12.4]",0.9754085046879104,,,,,,0.6507874856738617,"[0.0033003300330033004, 0.0030959752321981426, 0.0029154518950437317]",,,,,,"[0.003355704697986577, 0.0030959752321981426, 0.003355704697986577]","[2.5832425505088623, 2.551006451492524, 2.501435951739211]",,,,,,"[2.151762203259462, 1.9021075263969205, 2.517696472610991]"
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48270, 48271, 48272]","[49089, 49090, 49091]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[2.66, 2.85, 3.08]","[1.67, 2.19, 2.15]",,,,,,0.9962135097871326,0.711375345831251,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[0.9783261227936078, 1.0473189942805592, 1.1249295969854831]","[0.5128236264286637, 0.7839015438284094, 0.7654678421395714]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48279, 48280, 48281]","[49113, 49114, 49115]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[4.92, 5.02, 5.17]","[2.83, 3.42, 3.56]",,,,,,0.9816701849442274,0.8876136299027613,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[1.5933085305042167, 1.6134299337036377, 1.6428726885203377]","[1.0402767116551463, 1.2296405510745139, 1.269760544863939]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48288, 48289, 48290]","[49110, 49111, 49112]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[1.42, 1.44, 1.45]","[0.95, 1.19, 1.26]",,,,,,0.9730028389719108,0.904796055223212,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[0.35065687161316933, 0.36464311358790924, 0.371563556432483]","[-0.05129329438755058, 0.17395330712343798, 0.23111172096338664]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48291, 48292, 48293]","[49107, 49108, 49109]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[1.98, 2.02, 2.08]","[1.34, 1.5, 1.63]",,,,,,0.9816593462376852,0.9951193384491104,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[0.6830968447064438, 0.7030975114131134, 0.7323678937132266]","[0.29266961396282004, 0.4054651081081644, 0.4885800148186709]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48294, 48295, 48296]","[49050, 49051, 49052]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[1.65, 1.74, 1.85]","[1.1, 1.23, 1.36]",,,,,,0.9952523879075352,0.9998249862719774,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[0.5007752879124892, 0.5538851132264376, 0.6151856390902335]","[0.09531017980432493, 0.20701416938432612, 0.3074846997479607]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48297, 48298, 48299]","[49119, 49120, 49121]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[7.21, 7.59, 7.98]","[4.75, 5.12, 5.41]",,,,,,0.9995796906525584,0.9949931850219472,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[1.9754689512968577, 2.0268315914075385, 2.0769384114617173]","[1.55814461804655, 1.6331544390514163, 1.6882490928583902]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48300, 48301, 48302]","[49080, 49081, 49082]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[0.386, 0.369, 0.36]","[0.21, 0.22, 0.24]",,,,,,0.98073315439146,0.9640928783133028,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[-0.9519179095173061, -0.9969586349416099, -1.0216512475319814]","[-1.5606477482646683, -1.5141277326297755, -1.4271163556401458]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48303, 48304, 48305]","[49038, 49039, 49040]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[8.27, 8.58, 9.0]","[5.3, 6.36, 6.84]",,,,,,0.9895251319674544,0.9498962775385662,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[2.1126345090356, 2.149433913499871, 2.1972245773362196]","[1.667706820558076, 1.8500283773520307, 1.922787731634459]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48306, 48307, 48308]","[49092, 49093, 49094]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[2.25, 2.38, 2.56]","[1.37, 1.48, 1.8]",,,,,,0.989556988604451,0.9324481351264492,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[0.8109302162163288, 0.8671004876833833, 0.9400072584914712]","[0.3148107398400336, 0.3920420877760237, 0.5877866649021191]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48309, 48310, 48311]","[49095, 49096, 49097]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[5.43, 5.76, 6.13]","[3.38, 3.62, 3.74]",,,,,,0.9981380095454644,0.9661114057832074,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[1.691939133945844, 1.7509374747078, 1.81319474994812]","[1.2178757094949273, 1.2864740258376797, 1.3190856114264407]",,,,,
"[193, 193, 193]","[197, 197, 197]",,,,,,"[48312, 48313, 48314]","[49035, 49036, 49037]",,,,,,"[298.15, 313.15, 328.15]","[323.15, 333.15, 343.15]",,,,,,"[9.63, 9.96, 10.33]","[6.01, 7.88, 9.16]",,,,,,0.9974489623532788,0.978798067948253,,,,,,"[0.0033540164346805303, 0.003193357815743254, 0.0030473868657626088]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,,,"[2.2648832258100344, 2.298577071596507, 2.3350522831315472]","[1.7934247485471162, 2.064327903869788, 2.214846178686039]",,,,,
"[206, 206, 206]","[199, 199, 199]",,,,,,"[51831, 51832, 51833]","[49215, 49216, 49217]",,,,,,"[315.9, 325.3, 334.8]","[313.15, 323.15, 333.15]",,,,,,"[1.71, 1.59, 1.71]","[2.97, 3.09, 3.37]",,,,,,0.0001881167050043,0.948029489589825,,,,,,"[0.003165558721114277, 0.003074085459575776, 0.0029868578255675027]","[0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,,"[0.5364933705145685, 0.4637340162321402, 0.5364933705145685]","[1.0885619528146082, 1.128171090909654, 1.2149127443642704]",,,,,
